,Street,City,State,Zipcode,Neighbourhood,Subdivision,Price,Zestimate,Bedroom,Bathroom,Year_Built,Longitude,Latitude,Living_Area(Sqft),Home_Type,Lot_Size(Sqft),HOA_Per_Month,Brokerage,Last_Sold_Price,Zpid,Home_Status,hasHeating,hasCooling,hasFireplace,laundryFeatures,furnished,buildingArea,parking,hasGarage,garageSpaces,hasOpenParking,hasCarport,levels,hasPrivatePool,hasSpa,hasView,frontageType,architecturalStyle,roofType,propertyCondition,isNewConstruction,developmentStatus,hasHomeWarranty,hasElectricOnProperty,greenBuildingVerificationType,hasPetsAllowed,hasRentControl,securityFeatures,Is_New_Home,Is_For_Auction,Is_Bank_Owned,Price_History,Event,Date,Agent_Name,Agent_Phone_No.,Posting_Group_Name,First_Nearby_School_Name,First_Nearby_School_Rating,Second_Nearby_School_Name,Second_Nearby_School_Rating,Third_Nearby_School_Name,Third_Nearby_School_Rating
629,470 N Winchester Blvd APT 404,Santa Clara,CA,95050,,,699888,716207.0,3.0,2.0,1979.0,-121.95075988769531,37.339717864990234,1284.0,TOWNHOUSE,2705.0,53.0,Sereno Group,610000.0,19581408,FOR_SALE,True,True,True,"Washer / Dryer,Inside",False,,1.0,True,1.0,False,False,,True,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,699888.0,Listed for sale,2020-09-04,Stephen Husted,408-893-0524,Sereno Group,Westwood Elementary School,8,Buchser Middle School,5,Santa Clara High School,8
630,3721 Carter Dr APT 1307,South San Francisco,CA,94080,,,868000,913226.0,2.0,2.0,2004.0,-122.46817779541016,37.64498519897461,1040.0,CONDO,66871.0,445.0,Compass,0.0,64840460,FOR_SALE,True,True,True,"Washer / Dryer,Inside",False,,0.0,False,0.0,False,False,,,False,True,,,Tile,,False,,False,,,False,False,"Fire Alarm,Secured Garage / Parking",False,False,False,868000.0,Listed for sale,2020-09-16,Rob Wall,415-519-1310,Compass,Skyline Elementary School,6,Westborough Middle School,8,South San Francisco High School,6
631,10208 Orange Ave,Cupertino,CA,95014,,,3095000,3110831.0,4.0,3.0,2020.0,-122.055357,37.319901,2219.0,SINGLE_FAMILY,5998.0,,Spanek Inc,,2085140514,FOR_SALE,True,True,True,,False,,,,,False,False,,,,,,,,,False,,False,,,,False,,False,False,False,3095000.0,Listed for sale,2020-08-21,Sean Spanek,408-446-3000,Spanek Inc,Abraham Lincoln Elementary School,9,John F. Kennedy Middle School,9,Monta Vista High School,10
632,801 Woodhams Oaks Pl,Santa Clara,CA,95051,,,874999,889036.0,2.0,3.0,1996.0,-121.97915649414062,37.33810043334961,893.0,TOWNHOUSE,1202.0,262.0,Excel Realty,515000.0,19596814,FOR_SALE,True,True,,"In Garage,Hookups Only",False,,1.0,True,1.0,False,False,,,False,False,,,Tile,,False,,False,,,False,False,,False,False,False,874999.0,Listed for sale,2020-09-17,Sue Phan,510-366-9265,Excel Realty,Sutter Elementary School,7,Juan Cabrillo Middle School,6,Santa Clara High School,8
633,3555 Norton Way,Pleasanton,CA,94566,,,699000,698873.0,3.0,3.0,1982.0,-121.854932,37.660058,1202.0,CONDO,,470.0,L2 Properties,700000.0,25077152,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,,,,,,Composition,,False,,False,,,,False,,False,False,False,699000.0,Price change,2020-06-18,Leo & Lisa L² Properties,925-378-5252,L2 Properties,Vintage Hills Elementary School,9,Pleasanton Middle School,8,Amador Valley High School,9
634,3988 Stanley Blvd,Pleasanton,CA,94566,,,1394000,1416127.0,4.0,2.0,1885.0,-121.86842346191406,37.665672302246094,2085.0,SINGLE_FAMILY,28810.0,,Keller Williams Tri-Valley,,25076246,FOR_SALE,False,True,,,False,,2.0,True,2.0,False,False,,True,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,1394000.0,Listed for sale,2020-09-18,Armario Venema Homes Team,925-260-2220,Keller Williams Tri-Valley,Alisal Elementary School,7,Harvest Park Middle School,8,Amador Valley High School,9
635,127 Saint Charles Ct,Danville,CA,94526,,,1099000,1135633.0,3.0,2.0,1970.0,-121.98331451416016,37.79700469970703,1682.0,SINGLE_FAMILY,13311.0,85.0,The Agency,296545.0,18457102,FOR_SALE,True,True,True,"In Garage,Dryer,Washer",False,,3.0,True,3.0,False,False,,,False,True,,,Composition,,False,,False,,,False,False,,False,False,False,1099000.0,Listed for sale,2020-09-22,Mark Kennedy,925-321-5296,The Agency,Greenbrook Elementary School,10,Charlotte Wood Middle School,9,San Ramon Valley High School,10
636,6318 Boone Dr,Castro Valley,CA,94552,,,1298000,1393086.0,5.0,3.0,1987.0,-122.036865234375,37.7148551940918,3058.0,SINGLE_FAMILY,8398.0,66.0,Compass,475000.0,24916722,PENDING,True,False,True,"In Laundry Room,Dryer",False,,2.0,True,2.0,False,False,,,False,True,,,Tile,,False,,False,,,False,False,,False,False,False,1298000.0,Pending sale,2020-09-25,Jaideep Singh,510-470-9114,Compass,Jensen Ranch Elementary School,10,Canyon Middle School,7,Castro Valley High School,9
637,3287 Guido St,Oakland,CA,94602,,,850000,1200052.0,4.0,2.0,1922.0,-122.19288635253906,37.80258560180664,1570.0,SINGLE_FAMILY,12993.0,,BHG Reliance Partners,,24772100,FOR_SALE,True,True,True,"Hookups Only,220 Volt Outlet,Inside Area",False,,1.0,True,1.0,False,False,,False,True,False,,,Composition,,False,,False,,,False,False,,False,False,False,850000.0,Listed for sale,2020-09-24,Louis Heystek,510-928-5501,BHG Reliance Partners,Redwood Heights Elementary School,5,Bret Harte Middle School,1,Community Day School,
638,21614 La Playa Ct,Cupertino,CA,95014,,,2398800,2565567.0,4.0,3.0,1966.0,-122.05313110351562,37.30160903930664,1983.0,SINGLE_FAMILY,10998.0,,Lake and Coast Real Estate,,19633442,FOR_SALE,True,True,True,"Individual Room,Dryer Included,Washer Included",False,,2.0,True,2.0,False,False,One,True,False,True,,,Shake / Shingle,,False,,False,,,False,False,,False,False,False,2398800.0,Listed for sale,2020-09-22,Amber Lindsey,760-846-4580,Lake and Coast Real Estate,William Regnart Elementary School,9,John F. Kennedy Middle School,9,Monta Vista High School,10
639,3121 Mount Vista Dr,San Jose,CA,95127,,,950000,668900.0,4.0,2.0,1959.0,-121.813831,37.351411,1260.0,SINGLE_FAMILY,5401.0,,Realty One Group Infinity,550000.0,19786128,FOR_SALE,True,True,,,False,,,True,1.0,False,False,,,,,,,,,False,,False,,,,False,,False,False,False,950000.0,Listed for sale,2020-09-24,Omar Landaverde,408-377-2700,Realty One Group Infinity,Ida Jew Academy,5,Summit Public School  Rainier,5,,
640,26576 Sunvale Ct,Hayward,CA,94544,,,500000,475181.0,3.0,3.0,1985.0,-122.07703,37.641375,1200.0,TOWNHOUSE,111.0,400.0,"Savvy Lane, Inc",440000.0,24984511,FOR_SALE,True,True,True,,False,,,True,1.0,False,False,,,,,,,Other,Existing,False,,False,,,,False,,False,False,False,500000.0,Listed for sale,2020-09-16,Savvy Lane,800-915-9174,"Savvy Lane, Inc",Glassbrook Elementary School,2,"Martin Luther King, Jr. Middle School",6,Tennyson High School,2
641,2799 Broadway St,San Francisco,CA,94115,,,37000000,36041452.0,6.0,9.0,,-122.4429931640625,37.79310989379883,11635.0,SINGLE_FAMILY,6969.0,,Sotheby's International Realty,,2082359386,FOR_SALE,True,False,True,,False,,0.0,False,0.0,False,False,,,False,True,,,Slate,,False,,False,,,False,False,,False,False,False,37000000.0,Listed for sale,2020-09-14,Deborah Svoboda,415-901-1791,Sotheby's International Realty,Cobb (William L.) Elementary School,2,Roosevelt Middle School,9,Gateway High School,7
642,29424 Providence Way #105,Hayward,CA,94544,,,300000,,3.0,2.0,,-122.061626,37.620409,1404.0,MANUFACTURED,,,Keller Williams Realty,,2077739957,FOR_SALE,True,,True,,False,,,True,2.0,False,True,,,,,,,Composition,,False,,False,,,,False,,False,False,False,300000.0,Listed for sale,2020-09-23,Eloise Middleton,510-775-1079,Keller Williams Realty,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6
643,3550 Carter Dr APT 10,South San Francisco,CA,94080,,,850000,864632.0,3.0,3.0,1979.0,-122.46480560302734,37.64210510253906,1644.0,CONDO,301820.0,543.0,Coldwell Banker Realty,445000.0,15620815,FOR_SALE,True,True,True,Upper Floor,False,,0.0,False,0.0,False,False,,,False,True,,,,,False,,False,,,False,False,,False,False,False,850000.0,Price change,2020-09-15,Nini Regelbrugge,703-402-8577,Coldwell Banker Realty,Monte Verde Elementary School,9,Westborough Middle School,8,South San Francisco High School,6
644,1936 Hartnell St,Union City,CA,94587,,,840203,840203.0,4.0,2.0,1960.0,-122.028839,37.592289,1801.0,SINGLE_FAMILY,6300.0,,,175000.0,25003223,PRE_FORECLOSURE,,True,,,False,,,,,False,False,,,,,,,,,False,,False,,,,False,,False,False,False,689000.0,Listing removed,2015-10-24,,,,Searles Elementary School,4,Cesar Chavez Middle School,3,James Logan high school,7
645,1270 Washington St,Santa Clara,CA,95050,,,999950,1039288.0,2.0,1.0,1881.0,-121.946264,37.352183,1077.0,SINGLE_FAMILY,6429.0,,Intero Real Estate Services,,19579826,FOR_SALE,True,True,,,False,,,True,1.0,False,False,,,,,,,Composition,,False,,False,,,,False,,False,False,False,999950.0,Listed for sale,2020-09-23,Al MORIDI,408-342-3000,Intero Real Estate Services,Westwood Elementary School,8,Buchser Middle School,5,Santa Clara High School,8
646,1469 Salamanca Ave #129,Hayward,CA,94544,,,249000,,3.0,2.0,1994.0,-122.07443237304688,37.6229362487793,1508.0,MANUFACTURED,,,Pacificwide Real Estate & Mortgage,,2077773943,FOR_SALE,True,True,,Hookups Only,False,,0.0,False,0.0,False,False,,,True,False,,,Composition,,False,,False,,,False,False,,False,False,False,249000.0,Listed for sale,2020-09-21,Leon Le,408-646-0893,Pacificwide Real Estate & Mortgage,Palma Ceia Elementary School,4,Anthony W. Ochoa Middle School,4,Mount Eden High School,6
647,55 W 20th Ave APT 313,San Mateo,CA,94403,,,925000,926001.0,2.0,2.0,1982.0,-122.311139,37.546972,1198.0,CONDO,122500.0,525.0,Golden Gate Sotheby's International Realty,,2077777389,FOR_SALE,True,True,True,,False,,,,,False,False,,True,True,,,,,,False,,False,,,,False,,False,False,False,925000.0,Listed for sale,2020-09-21,Rachel King,650-847-1141,Golden Gate Sotheby's International Realty,Beresford Elementary School,5,Abbott Middle School,5,Aragon High School,9
648,7387 Dalmally Ln,Dublin,CA,94568,,,625000,630563.0,2.0,2.0,1996.0,-121.95654296875,37.69994354248047,1103.0,CONDO,1999.0,325.0,Lyon Real Estate,234000.0,25073508,FOR_SALE,True,True,True,In Garage,False,,1.0,True,1.0,False,False,,,False,False,,,,,False,,False,,,False,False,,False,False,False,625000.0,Price change,2020-09-21,Kyle Hausam,650-430-3604,Lyon Real Estate,Dublin Elementary School,7,Wells Middle School,6,Dublin High School,9
649,680 The Alameda,Berkeley,CA,94707,,,2389000,2178640.0,4.0,4.0,1936.0,-122.280192,37.895458,3754.0,SINGLE_FAMILY,4486.0,,COMPASS,,24847008,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,,,True,,,Tile,Existing,False,,False,,,,False,"Fire Alarm,Security System Owned",False,False,False,2389000.0,Listed for sale,2020-09-12,Dan Clark,415-660-9955,COMPASS,Jefferson Elementary School,8,Martin Luther King Middle School,8,Berkeley High School,8
650,39993 Fremont Blvd APT 208,Fremont,CA,94538,,,599800,691667.0,2.0,2.0,1987.0,-121.97435760498047,37.54069137573242,1146.0,CONDO,148975.0,438.0,Pure Homes,627888.0,2128246158,FOR_SALE,True,True,True,"Dryer,In Closet,In Unit,Washer",False,,1.0,True,1.0,False,False,,True,False,True,,,,,False,,False,,,False,False,,False,False,False,599800.0,Listed for sale,2020-09-23,Miawand Bayan,650-206-2282,Pure Homes,Brier Elementary School,7,G. M. Walters Junior High School,7,John F. Kennedy High School,7
651,57 Betten Ct,Danville,CA,94526,,,1549000,1621745.0,4.0,3.0,1970.0,-121.989723,37.828694,2791.0,SINGLE_FAMILY,13384.0,,Redfin,1005000.0,18429588,FOR_SALE,True,True,,,False,,,True,2.0,False,False,,,,True,,,Composition,,False,,False,,,,False,,False,False,False,1549000.0,Listed for sale,2020-09-22,Veronica Clyatt,877-973-3346,Redfin,Vista Grande Elementary School,8,Los Cerros Middle School,9,Monte Vista High School,10
652,5144 Angelico Ct,Pleasanton,CA,94588,,,989000,1000814.0,3.0,3.0,1997.0,-121.889059,37.693022,1482.0,SINGLE_FAMILY,2130.0,190.0,BHHS Drysdale Properties,343500.0,25073395,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,True,False,,,,Tile,,False,,False,,,,False,,False,False,False,989000.0,Listed for sale,2020-09-17,Summer Eichenberger,925-824-4805,BHHS Drysdale Properties,Donlon Elementary School,8,Thomas S. Hart Middle School,9,Foothill High School,10
653,21798 Independent School Rd,Castro Valley,CA,94552,,,3299000,3038073.0,8.0,7.0,1976.0,-122.049828,37.697191,6500.0,SINGLE_FAMILY,14861.0,,,787000.0,24915506,FOR_SALE,True,True,True,,False,,,True,4.0,False,False,,False,True,True,,,Tile,,False,,False,,,,False,,False,False,False,3299000.0,Listed for sale,2020-09-23,Don Robertson,510-881-9600,,Independent Elementary School,8,Canyon Middle School,7,Castro Valley High School,9
654,675 8th St APT 17,Oakland,CA,94607,,Eigth Street Lofts,549000,560635.0,1.0,2.0,2002.0,-122.27923,37.802152,800.0,CONDO,,512.0,COMPASS,390000.0,89031493,FOR_SALE,,True,True,Hookups only,False,,,True,1.0,False,False,,False,False,True,,,Composition,Existing,False,,False,,,,False,"Fire Alarm,Fire Sprinkler System",False,False,False,549000.0,Listed for sale,2020-09-24,Megan Micco,415-660-9955,COMPASS,"Martin Luther King, Jr. Elementary School",2,West Oakland Middle School,1,Civicorps Corpsmember Academy,
655,3016 Gritstone St,Danville,CA,94506,,,2099999,2100018.0,5.0,7.0,2015.0,-121.877973,37.792753,5177.0,SINGLE_FAMILY,7091.0,125.0,Golden Gate Sotheby's Int'l Re,1672500.0,122010452,PENDING,True,True,True,,False,,,True,3.0,False,False,,,,,,,Tile,,False,,False,,,,False,,False,False,False,2099999.0,Listed for sale,2020-09-15,Stephanie Tice,925-838-9700,Golden Gate Sotheby's Int'l Re,Creekside Elementary School,8,Diablo Vista Middle School,10,Monte Vista High School,10
656,500 Madera Dr,San Mateo,CA,94403,,,1475000,1544356.0,3.0,2.0,1952.0,-122.31954956054688,37.54418182373047,2030.0,SINGLE_FAMILY,5998.0,,KW Peninsula Estates,,15535741,FOR_SALE,True,True,True,,False,,0.0,False,0.0,False,False,,,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,1475000.0,Listed for sale,2020-09-23,Rumana Jabeen,650-743-4503,KW Peninsula Estates,Meadow Heights Elementary School,5,Abbott Middle School,5,Aragon High School,9
657,1420 Emerson St,Palo Alto,CA,94301,,,3200000,3200431.0,3.0,2.0,1923.0,-122.151345,37.437196,1663.0,SINGLE_FAMILY,5000.0,,Compass,3500000.0,19497019,FOR_SALE,True,True,True,,False,,,True,1.0,False,False,,,,,,,Composition,,False,,False,,,,False,,False,False,False,3200000.0,Listed for sale,2020-09-17,Carol and Nicole,650-434-8014,Compass,Walter Hays Elementary School,8,David Starr Jordan Middle School,8,Palo Alto High School,9
658,34903 Machado Cmn,Fremont,CA,94555,,,978000,,2.0,3.0,2020.0,-122.03231048583984,37.57220458984375,1441.0,TOWNHOUSE,923.0,237.0,Star Realty,0.0,250134113,FOR_SALE,True,True,,"Dryer,Washer,Gas Hookup",False,,0.0,False,0.0,False,False,,,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,978000.0,Listed for sale,2020-09-23,Jack Liu,408-838-3500,Star Realty,Warwick Elementary School,8,Thornton Junior High School,8,American High School,10
659,6639 Donlon Way,Dublin,CA,94568,,,1325000,1342220.0,4.0,4.0,2016.0,-121.93741,37.699908,3133.0,SINGLE_FAMILY,4613.0,145.0,Compass,1235500.0,241574333,FOR_SALE,True,True,,,False,,,True,3.0,False,False,,,,True,,,Composition,,False,,False,,,,False,,False,False,False,1325000.0,Price change,2020-09-04,Jean Zhu,510-470-9114,Compass,Dublin Elementary School,7,Wells Middle School,6,Dublin High School,9
660,3788 Howe Ct,FREMONT,CA,94538,,,1249000,,3.0,2.0,1958.0,-121.95475006103516,37.52482604980469,1656.0,SINGLE_FAMILY,11870.0,,Legacy Real Estate & Assoc.,881000.0,25041490,PENDING,True,True,True,"In Garage,Hookups Only",False,,2.0,True,2.0,False,False,,False,True,False,,,Composition,,False,,False,,,False,False,,False,False,False,1249000.0,Listed for sale,2020-09-22,Bryan Van Heusen,510-744-3500,Legacy Real Estate & Assoc.,O. N. Hirsch Elementary School,8,John M. Horner Junior High School,8,Irvington High School,9
661,316 Lynn Ave,Milpitas,CA,95035,,,620000,621211.0,2.0,2.0,1970.0,-121.87896728515625,37.44213104248047,976.0,CONDO,827.0,380.0,Compass,478000.0,19477858,FOR_SALE,True,True,True,,False,,0.0,False,0.0,False,False,,True,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,620000.0,Listed for sale,2020-09-24,Casey Nguyen,408-883-0588,Compass,William Burnett Elementary School,7,Rancho Milpitas Middle School,7,Milpitas High School,10
662,5501 De Marcus Blvd APT 304,Dublin,CA,94568,,,650000,653406.0,3.0,2.0,2007.0,-121.89893341064453,37.7049446105957,1088.0,CONDO,,375.0,,415000.0,79535890,FOR_SALE,True,True,False,"220 Volt Outlet,Dryer,In Closet,In Unit,Washer",False,,2.0,True,2.0,False,False,,False,False,False,,Conventional,Other,,False,,False,,,False,False,,False,False,False,650000.0,Listed for sale,2020-08-22,Angela Zhang,510-364-4023,,Frederiksen Elementary School,6,Wells Middle School,6,Dublin High School,9
663,135 Rubicon Cir,Danville,CA,94526,,,639000,642846.0,2.0,2.0,1972.0,-122.007827,37.827967,1287.0,CONDO,,420.0,Compass,374000.0,18431981,FOR_SALE,True,True,True,,False,,,True,1.0,False,False,,True,,True,,,,,False,,False,,,,False,,False,False,False,639000.0,Listed for sale,2020-09-17,Anthony Lim,510-254-3831,Compass,Montair Elementary School,10,Stone Valley Middle School,10,San Ramon Valley High School,10
664,116 Bayview Cir,San Francisco,CA,94124,,,799000,925599.0,2.0,2.0,1985.0,-122.39459991455078,37.73429870605469,1301.0,SINGLE_FAMILY,1759.0,357.0,Corcoran Global Living,540000.0,15156811,FOR_SALE,True,True,True,,False,,1.0,True,1.0,False,False,,,False,True,,,Composition,,False,,False,,,False,False,,False,False,False,799000.0,Listed for sale,2020-09-24,Bobbi Levenson,415-305-5431,Corcoran Global Living,Drew (Charles) College Preparatory Academy,1,Brown Jr. (Willie L) Middle,1,"Asawa (Ruth) San Francisco School Of The Arts, A Public School.",9
665,7265 Hansen Dr,Dublin,CA,94568,,,995000,1030005.0,3.0,2.0,1964.0,-121.941904,37.703397,1772.0,SINGLE_FAMILY,7365.0,,Century 21 RE Alliance,701000.0,25062615,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,,,,,,Composition,,False,,False,,,,False,,False,False,False,995000.0,Listed for sale,2020-09-21,Leticia Arteaga,510-888-3322,Century 21 RE Alliance,Dublin Elementary School,7,Wells Middle School,6,Dublin High School,9
666,33 Berneves Ct,Oakland,CA,94619,,,978000,,3.0,2.0,1958.0,-122.17949676513672,37.79303741455078,1727.0,SINGLE_FAMILY,10040.0,,THE GRUBB COMPANY,,24784846,FOR_SALE,True,True,True,In Basement,False,,2.0,True,2.0,False,False,,False,False,True,,Other,Composition,Existing,False,,False,,,False,False,,False,False,False,978000.0,Listed for sale,2020-09-18,Anne Feste,510-757-4787,THE GRUBB COMPANY,Carl B. Munck Elementary School,2,Melrose Leadership Academy,3,Community Day School,
667,4937 Crow Canyon Rd,Castro Valley,CA,94552,,,599000,,,,,-122.052285,37.70212,,LOT,74487.0,,J. Rockcliff Realtors Inc.,325000.0,299077196,FOR_SALE,,,,,False,,,,,False,False,,,,,,,,,False,,False,,,,False,,False,False,False,599000.0,Listed for sale,2019-12-18,Michael Weber,925-648-5300,J. Rockcliff Realtors Inc.,Independent Elementary School,8,Canyon Middle School,7,Castro Valley High School,9
668,2649 San Pablo Ave APT 3,Berkeley,CA,94702,,,589000,822489.0,3.0,2.0,1929.0,-122.28814697265625,37.85780715942383,1100.0,CONDO,,258.0,REDFIN,280000.0,94686935,FOR_SALE,True,True,True,Laundry Closet,False,,0.0,False,0.0,False,False,,,False,False,,Mediterranean,,Existing,False,,False,,,False,False,Fire Sprinkler System,False,False,False,589000.0,Price change,2020-09-09,Sarah Marcus,510-915-6705,REDFIN,Oxford Elementary School,6,Martin Luther King Middle School,8,Berkeley High School,8
669,1314 Parkinson Ave,Palo Alto,CA,94301,,,4195000,4198358.0,3.0,3.0,1995.0,-122.141834,37.445424,2640.0,SINGLE_FAMILY,5000.0,,Compass,1797000.0,19469192,FOR_SALE,True,True,True,,False,,,True,4.0,False,False,,False,False,,,,,,False,,False,,,,False,,False,False,False,4195000.0,Listed for sale,2020-09-18,Judy Citron,650-434-8014,Compass,Walter Hays Elementary School,8,David Starr Jordan Middle School,8,Palo Alto High School,9
670,54 Vicente Rd,Berkeley,CA,94705,,,12000000,3192556.0,5.0,6.0,2007.0,-122.23493957519531,37.85477828979492,4775.0,SINGLE_FAMILY,62691.0,,,,111395247,FOR_SALE,True,True,True,Laundry Room,False,,3.0,True,3.0,False,False,,True,True,True,,Contemporary,Metal,Existing,False,,False,,,False,False,Security System Owned,False,False,False,12000000.0,Back on market,2020-07-10,Colette Ford Anja Plowright,510-593-8376,,Malcolm X Elementary School,6,Willard Middle School,9,Berkeley High School,8
671,"Plan 1 Plan, Union City - The Sugarmill",Union City,CA,94587,,Union City - The Sugarmill,854990,417904.0,3.0,3.0,2020.0,-122.081036,37.597592,1640.0,TOWNHOUSE,,,City Ventures,,2083704395,FOR_SALE,True,True,,,False,,,True,2.0,False,False,,,,,,,,,True,,False,,,,False,,True,False,False,,,,,,,Alvarado Elementary School,7,Alvarado Middle School,5,James Logan high school,7
672,3041 Laguna St,San Francisco,CA,94123,,,5995000,5995037.0,5.0,4.5,2009.0,-122.4311294555664,37.799190521240234,3774.0,SINGLE_FAMILY,2173.0,,City Real Estate,3300000.0,15071402,FOR_SALE,False,False,True,,False,,0.0,False,0.0,False,False,,,False,True,,,,,False,,False,,,False,False,,False,False,False,5995000.0,Listed for sale,2020-09-22,David Cohen,415-325-2295,City Real Estate,Sherman Elementary School,7,Marina Middle School,6,Galileo High School,7
673,132 Pecks Ln,South San Francisco,CA,94080,,,899000,993712.0,3.0,1.0,1955.0,-122.40437316894531,37.66322708129883,880.0,SINGLE_FAMILY,6751.0,,Intero Real Estate Services,639000.0,15483979,FOR_SALE,True,True,True,In Garage,False,,0.0,False,0.0,False,False,,,False,False,,,,,False,,False,,,False,False,,False,False,False,899000.0,Listed for sale,2020-09-22,Erika Carrasco,408-763-1373,Intero Real Estate Services,Martin Elementary School,4,Parkway Heights Middle School,4,South San Francisco High School,6
674,9044 Longview Dr,Pleasanton,CA,94588,,,1699000,1705742.0,4.0,4.0,1979.0,-121.908842,37.6472,3318.0,SINGLE_FAMILY,46130.0,,Re/Max Accord,1450000.0,25081992,FOR_SALE,True,True,True,,False,,,True,2.0,False,False,,False,False,True,,,Composition,,False,,False,,,,False,,False,False,False,1699000.0,Price change,2020-09-21,Fang Li Yang,925-847-8900,Re/Max Accord,Lydiksen Elementary School,7,Thomas S. Hart Middle School,9,Foothill High School,10
675,1007 Forest Ct,Palo Alto,CA,94301,,,4100000,4165702.0,3.0,2.0,1975.0,-122.1505355834961,37.45331954956055,2377.0,SINGLE_FAMILY,6791.0,,Zane MacGregor,3900000.0,19467521,FOR_SALE,True,True,True,,False,,2.0,True,2.0,False,False,,,False,False,,,Composition,,False,,False,,,False,False,,False,False,False,4100000.0,Listed for sale,2020-09-23,Steve Pierce,650-324-9900,Zane MacGregor,Addison Elementary School,8,David Starr Jordan Middle School,8,Palo Alto High School,9
676,2371 Apsis Ct,San Jose,CA,95124,,,1298000,1357317.0,3.0,2.0,1979.0,-121.94791412353516,37.25569534301758,1539.0,SINGLE_FAMILY,6590.0,,Intero Real Estate Services,370000.0,19678236,FOR_SALE,True,True,True,In Garage,False,,2.0,True,2.0,False,False,,True,True,True,,,Composition,,False,,False,,,False,False,,False,False,False,1298000.0,Listed for sale,2020-09-24,Mary Clark,408-309-8985,Intero Real Estate Services,Farnham Charter School,6,Price Charter Middle School,8,Branham High School,8
677,124 Sonja Rd,South San Francisco,CA,94080,,,1298000,1323996.0,3.0,2.0,1989.0,-122.42396545410156,37.66578674316406,1740.0,SINGLE_FAMILY,2051.0,165.0,"Trio Properties, Inc.",905000.0,15486098,FOR_SALE,True,True,True,,False,,0.0,False,0.0,False,False,,,False,True,,,Composition,,False,,False,,,False,False,,False,False,False,1298000.0,Back on market,2020-09-10,Franklin Wong,415-681-1833,"Trio Properties, Inc.",Sunshine Gardens Elementary School,4,Parkway Heights Middle School,4,South San Francisco High School,6
678,322 Shavano Way,San Ramon,CA,94583,Ponderosa Village,,915000,937416.0,3.0,3.0,1996.0,-121.92819213867188,37.72697830200195,1513.0,SINGLE_FAMILY,3458.0,,J. Rockcliff Realtors Inc,690000.0,18446363,FOR_SALE,True,True,True,"220 Volt Outlet,In Closet",False,,2.0,True,2.0,False,False,,False,True,True,,,Tile,,False,,False,,,False,False,,False,False,False,915000.0,Listed for sale,2020-09-22,Delaine Brown,925-855-4000,J. Rockcliff Realtors Inc,Country Club Elementary School,8,Pine Valley Middle School,9,California High School,9
679,4765 Randi Ct,Union City,CA,94587,,,969593,969593.0,4.0,2.5,1990.0,-122.079945,37.57922,1683.0,SINGLE_FAMILY,4617.0,60.0,,620000.0,25001651,PRE_FORECLOSURE,,,,,False,,,,,False,False,,,,,,,,,False,,False,,,,False,,False,False,False,620000.0,Sold,2004-04-09,,,,Delaine Eastin Elementary School,8,Alvarado Middle School,5,James Logan high school,7
680,5080 Plaza Corona,Santa Clara,CA,95054,,,799900,814385.0,3.0,2.0,1972.0,-121.962924,37.407219,1240.0,TOWNHOUSE,1089.0,377.0,Compass,270000.0,19488525,FOR_SALE,True,True,True,,False,,,,,False,False,,True,,,,,,,False,,False,,,,False,,False,False,False,799900.0,Price change,2020-09-15,Ray Ghafari,408-754-1500,Compass,Kathryn Hughes Elementary School,5,Buchser Middle School,5,Santa Clara High School,8
681,16 Helix Ct,San Ramon,CA,94583,,,690000,695484.0,2.0,0.0,1963.0,-121.9242935180664,37.72978591918945,1165.0,SINGLE_FAMILY,6298.0,34.0,Navigate Realty,251500.0,18443843,FOR_SALE,True,True,True,In Garage,False,,1.0,True,1.0,False,False,,True,False,True,,Contemporary,,,False,,False,,,False,False,,False,False,False,690000.0,Listed for sale,2020-09-23,Kelli Griggs,916-343-6789,Navigate Realty,Country Club Elementary School,8,Pine Valley Middle School,9,California High School,9
682,277 Goldfield Pl,San Ramon,CA,94582,,Serena at Gale Ranch,1598700,1715651.0,4.0,4.0,,-121.918073,37.751206,2904.0,SINGLE_FAMILY,,,Toll Brothers,,2081287330,FOR_SALE,,,,,False,,,True,2.0,False,False,,,,,,,,,True,,False,,,,False,,True,False,False,,,,,,,Bella Vista Elementary,7,Gale Ranch Middle School,9,Dougherty Valley High School,10
683,3265 Falls Creek Pl,San Jose,CA,95135,,,1848888,1787669.0,5.0,3.0,1999.0,-121.75848388671875,37.30532455444336,2752.0,SINGLE_FAMILY,6407.0,,Infiniti Real Estate,1153500.0,19797982,FOR_SALE,True,True,True,,False,,2.0,True,2.0,False,False,,,False,False,,,Tile,,False,,False,,,False,False,,False,False,False,1848888.0,Listed for sale,2020-09-24,Valerie Trang,408-667-3013,Infiniti Real Estate,Tom Matsumoto Elementary School,9,Chaboya Middle School,8,Evergreen Valley High School,9
